1500528140,USD,ETH,214.1681
1500528162,USD,ETH,214.3276
1500528178,USD,ETH,214.4372
1500528193,BTC,ETH,0.08942
1500528199,USD,ETH,214
1500528207,BTC,ETH,0.08942
1500528285,USD,ETH,213.59890007
1500528326,USD,ETH,214
1500528329,USD,ETH,214
1500528336,USD,ETH,214
1500528338,USD,ETH,214
1500528343,USD,ETH,214
1500528366,USD,ETH,214
1500528367,USD,BTC,2404.9894
1500528367,BTC,ETH,0.088947
1500528367,USD,ETH,214
1500528371,USD,ETH,214
1500528373,USD,BTC,2404.9692
1500528373,BTC,ETH,0.088947
1500528373,USD,ETH,214
1500528540,USD,ETH,212.60000101
1500528540,USD,ETH,212.600001
1500528541,USD,BTC,2401.17
1500528541,USD,BTC,2401.17
1500528542,USD,ETH,212.600001
1500528546,USD,ETH,212.600001
1500528564,USD,ETH,212
1500528564,USD,BTC,2401.1699
1500528565,BTC,ETH,0.08812813
1500528590,BTC,ETH,0.08812814
1500528591,USD,ETH,212.000002
1500528592,USD,BTC,2401.1699
1500528602,USD,ETH,212.000002
1500528614,USD,BTC,2398.1201
1500528633,USD,BTC,2398.1331
1500528651,USD,ETH,212.89499992
1500528657,USD,ETH,212.9002
1500528668,USD,ETH,213.47449999
1500528728,USD,ETH,213.01000001
1500528743,USD,BTC,2406
1500528752,BTC,ETH,0.08858062
1500528756,USD,BTC,2401.1437
1500528760,USD,BTC,2406
1500528760,BTC,ETH,0.08858062
1500528760,USD,ETH,213.19040004
1500528761,USD,BTC,2401.1459
1500528764,BTC,ETH,0.08858062
1500528780,BTC,ETH,0.08894699
1500528786,USD,ETH,213.50001003
1500528799,USD,ETH,214
1500528833,BTC,ETH,0.088947
1500528846,USD,ETH,214.10000001
1500528848,USD,BTC,2406
1500528848,BTC,ETH,0.0892379
1500528848,USD,ETH,215
1500528862,BTC,ETH,0.0892379
1500528876,USD,BTC,2406
1500528876,EUR,BTC,2065
1500528876,EUR,ETH,184.2
1500528876,USD,ETH,215
1500528880,USD,BTC,2409.6435
1500528880,BTC,ETH,0.08923789
1500528880,USD,ETH,215
1500528882,USD,ETH,215
1500528887,USD,ETH,215.79609491
1500528887,USD,ETH,215.79609492
1500528887,USD,ETH,215.79609491
1500528896,USD,ETH,215.00000001
1500528919,USD,ETH,214.4828
1500528923,USD,ETH,214.89609999
1500528976,USD,ETH,214.89609999
1500529033,USD,ETH,214.89609999
1500529059,USD,ETH,214.89609999
1500529064,USD,ETH,215.5756
1500529108,EUR,BTC,2069.77
1500529125,USD,ETH,215.71609832
1500529127,USD,ETH,214.65520001
1500529127,USD,ETH,214.65520001
1500529134,USD,ETH,215.8789
1500529139,EUR,BTC,2070.98
1500529152,USD,ETH,215.91047831
1500529163,USD,ETH,214.88120001
1500529207,EUR,BTC,2069.87
1500529225,USD,ETH,215.03120001
1500529228,USD,BTC,2410
1500529228,BTC,ETH,0.08920719
1500529228,USD,ETH,215.00120201
1500529231,EUR,BTC,2070.98
